address,business_id,city,latitude,longitude,name,phone_number,postal_code,state
"2260 Jimmy Durante Boulevard",570799,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - GRAND STAND C1133",,92014,CA
"1400 East Washington Avenue",390545,"San Diego",32.788536,-116.930922,"ELKS LODGE #1812",,92019,CA
"3235 S Old Hwy",576923,Fallbrook,33.332742,-117.161317,"PALA MESA MARKET",,92028,CA
"9762 Campo Rd",155808,"Spring Valley",32.747966,-116.985477,"RAYS MARKET",,91977,CA
"889 Palomar Airport Road",249082,Carlsbad,33.12172,-117.320273,"ISLANDS FINE BURGERS & DRINKS #029",,92011,CA
"4935 Newport Ave",365034,"San Diego",32.746196,-117.249991,"THE HARP",,92107,CA
"2260 Jimmy Durante Boulevard",570798,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - GRAND STAND C1051",,92014,CA
"7420 Clairemont Mesa Blvd",182769,"San Diego",32.832765,-117.158358,"SIEU SIEU BBQ",,92111,CA
"3845 Front Street",310421,"San Diego",32.747534,-117.164912,"HILLCREST HOUSE BED & BREAKFAST",,92103,CA
"315 10th Ave",302326,"San Diego",32.708561,-117.15555,"DRAGONS DEN",,92101,CA
"2405 E Valley Pkwy",437595,Escondido,33.141197,-117.043696,"LITTLE CAESARS PIZZA",,92027,CA
"2260 Jimmy Durante Boulevard",570797,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - GRAND STAND C1042",,92014,CA
"1101 Scott Street",436381,"San Diego",32.720971,-117.230456,LIGHTHOUSE,,92106,CA
"2556 Laning Rd",140681,"San Diego",32.72765,-117.218527,"STARBUCKS COFFEE #13559",,92106,CA
"432 W Chase Ave",460023,"El Cajon",32.780393,-116.96701,"NORTH PARK PRODUCE",,92020,CA
"2260 Jimmy Durante Boulevard",570805,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - GRAND STAND C2083",,92014,CA
"2260 Jimmy Durante Boulevard",570804,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - GRAND STAND C2063",,92014,CA
"2015 Birch Road",466438,"Chula Vista",32.622423,-116.96607,"PANERA BREAD",,91915,CA
"10724 Westview Pkwy",420161,"San Diego",32.915903,-117.120611,"JAMBA JUICE #327",,92126,CA
"2260 Jimmy Durante Boulevard",570803,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - GRAND STAND C2019",,92014,CA
"2260 Jimmy Durante Boulevard",570809,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - GRAND STAND C3058",,92014,CA
"8865 Balboa Avenue",589033,"San Diego",32.82048,-117.138039,"UNIQUE SANDWICHES",,92111,CA
"2260 Jimmy Durante Boulevard",565751,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - CONCESSION 1224",,92014,CA
"2260 Jimmy Durante Boulevard",570808,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - GRAND STAND C3040",,92014,CA
"400 B Street",583981,Encinitas,33.048624,-117.296655,"MOONLIGHT BEACH CONCESSION",,92024,CA
"2315 Otay Lakes Road",585547,"Chula Vista",32.648796,-116.964834,"JERSEY MIKES",,91935,CA
"8060 Frost Street",568711,"San Diego",32.800802,-117.151726,"CLAIREMONT HEALTHCARE & WELLNESS CENTRE LLC",,92123,CA
"2260 Jimmy Durante Boulevard",570807,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - GRAND STAND C3014",,92014,CA
"14191 San Pasqual Valley Road",588442,"Hidden Vale Mobile Home Park",33.095753,-117.022518,"HERNANDEZ FAMILY PRODUCE",,92025,CA
"4792 Clairemont Mesa Boulevard",610656,"San Diego",32.834547,-117.187351,"DOLLAR TREE",,92117,CA
"2260 Jimmy Durante Boulevard",570795,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - CONCESSION 2053",,92014,CA
"9621 Mission Gorge Rd",105048,Santee,32.838628,-116.987966,"BOLL WEEVIL",,92071,CA
"204 West San Marcos Boulevard",973519,"San Marcos",33.141142,-117.1657369,"PATRON MEAT MARKET",,92078,CA
"2260 Jimmy Durante Boulevard",570806,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - GRAND STAND C3011",,92014,CA
"4798 Clairemont Mesa Boulevard",573717,"San Diego",32.834818,-117.187333,"STARBUCKS COFFEE # 19802",,92117,CA
"7655 Clairemont Mesa Blvd, 501-A",371022,"San Diego",32.832653,-117.154789,"MI TEA EXPRESS",,92111,CA
"535 5th Avenue",571669,"San Diego",32.710832,-117.160021,"DON CHIDO / MARBLE ROOM",,92101,CA
"8300 Paradise Valley Rd",405339,"Spring Valley",32.697169,-117.019804,"GRACIELAS TACO SHOP #1",,91977,CA
"2943 State Street",340823,Carlsbad,33.16013,-117.34949,"VIGILUCCIS CUCINA ITALIANA",,92008,CA
"2122 Main St",79073,Julian,33.078398,-116.602196,"APPLE ALLEY BAKERY",,92036,CA
"260 Palm Ave",389865,"Imperial Beach",32.583995,-117.128048,"EL TAPATIO",,91932,CA
"675 Saturn Boulevard",470938,"San Diego",32.58429,-117.092578,"PHO ANH AND GRILL VIETNAMESE RESTAURANT",,92154,CA
"725 Center Drive",285093,"San Marcos",33.135431,-117.125935,"COSTCO WHOLESALE #1080",,92069,CA
"5373 Mission Center Road",416904,"San Diego",32.772241,-117.154007,"IN CAHOOTS",,92108,CA
"2345 E Valley Pkwy",144846,Escondido,33.140526,-117.045121,"VONS #2156",,92027,CA
"3726 Del Sol Blvd",277243,"San Diego",32.573439,-117.053617,"CHURCHS CHICKEN #1159",,92154,CA
"585 Palomar St",252947,"Chula Vista",32.603481,-117.078056,"JACK IN THE BOX #93",,91911,CA
"945 S Main Ave",138828,Fallbrook,33.374184,-117.251469,"TRUPIANOS ITALIAN BISTRO",,92028,CA
"2117 Main Street",308094,Julian,33.078031,-116.602061,"JACK'S GROCERY",,92036,CA
"1777 Buckman Springs Rd",488968,Campo,32.649925,-116.487382,"SAN DIEGO FREEDOM RANCH",,91906,CA
"4260 Nobel Dr",353213,"San Diego",32.866705,-117.214616,"MCDONALDS #11181",,92122,CA
"12925 El Camino Real",488788,"San Diego",32.952072,-117.232492,"SAMMYS WOODFIRED PIZZA",,92130,CA
"6348 College Grove Way",420195,"San Diego",32.737953,-117.056034,"JAMBA JUICE #662",,91945,CA
"1929 Hancock St",367052,"San Diego",32.743826,-117.187202,"SPECIALTY PRODUCE",,92110,CA
"675 Saturn Boulevard",285205,"San Diego",32.58429,-117.092578,"COTIJAS TACO SHOP",,92154,CA
"5170 Bonita Road",301405,"Chula Vista",32.671253,-117.020349,"MURRIETAS MEXICAN RESTAURANT",,91902,CA
"2319 E Valley Pkwy",429253,Escondido,33.140352,-117.045626,"KOTIJA TACO SHOP",,92027,CA
"2552 Torrey Pines Road",331968,"San Diego",32.851797,-117.248493,"LA JOLLA NURSING & REHABILITATION CENTER",,92037,CA
"667 Silver Strand Boulevard",389878,"Imperial Beach",32.584514,-117.11833,"EL TAPATIO CATERING",,91932,CA
"2660 Calhoun Street",284883,"San Diego",32.755372,-117.198158,"COSMOPOLITAN RESTAURANT & HOTEL",,92110,CA
"874 Seacoast Drive",557518,"Imperial Beach",32.580408,-117.131895,"BABYCAKES BAKE SHOP",,91932,CA
"1247 Sheridan Rd",225394,Campo,32.621059,-116.463781,"CAFE B",,91906,CA
"4370 Palm Avenue",597083,"San Diego",32.583793,-117.039611,"GOLDEN HOUSE RESTAURANT",,92154,CA
"2943 State St",591132,Carlsbad,33.160234,-117.349235,"VIGILUCCIS MARKET AND CATERING",,92008,CA
"3545 Del Mar Heights Road",973504,"San Diego",32.9542211,-117.2306032,"VILLAGE MILL BREAD COMPANY",,92130,CA
"13881 Campo Rd",605019,Jamul,32.717865,-116.877718,"HABANEROS DINE IN",,91935,CA
"1483 Hilltop Dr",63676,"Chula Vista",32.60069,-117.051503,"7-ELEVEN # 2131-24070",,91911,CA
"983 Woodland Parkway",1006576,"San Marcos",33.1556835,-117.1290798,"FRIENDS YOGURT & DELI",,92069,CA
"1790 University Dr",149950,Vista,33.170502,-117.215218,"CARLS JR #648",,92083,CA
"8300 Paradise Valley Rd",512637,"Spring Valley",32.697169,-117.019804,"TASTY CHINA EXPRESS",,91977,CA
"4515 Borrego Springs Rd",75224,"Borrego Springs",33.211143,-116.332685,"AMERICAN LEGION #853",,92004,CA
"9729 Campo Road",455192,"San Diego",32.747334,-116.987077,"MS DONUT",,91977,CA
"6435 Caminito Blythefield",455288,"San Diego",32.832801,-117.244701,"MT SOLEDAD MARKET & DELI",,92037,CA
"603 Broadway",511916,Escondido,33.127147,-117.083827,"TAQUERIA MORELOS",,92025,CA
"4991 Imperial Avenue",456754,"San Diego",32.703808,-117.087117,"NATIONAL CROSSROAD INC",,92113,CA
"8300 Paradise Valley Rd, 102",90188,"Spring Valley",32.697159,-117.019552,"BANKHEAD MISSISSIPPI STYLE COOKING",,91977,CA
"4135 Park Blvd",98191,"San Diego",32.752837,-117.146262,"BFD SAVORY DELI",,92103,CA
"110 47th Street",973316,"San Diego",32.706069,-117.09374,"BANE PHONEKEO FOOD TO GO",,92102,CA
"6348 College Grove Way",311498,"San Diego",32.737953,-117.056034,"SUBWAY #46836",,91945,CA
"2220 Hoberg Rd",517555,"Borrego Springs",33.267947,-116.399286,"THE PALMS AT INDIAN HEAD",,92004,CA
"549 25th Street",973376,"San Diego",32.7112675338475,-117.140139971028,"GARLIC SHACK",,92102,CA
"1000 Prospect Street",973229,"San Diego",32.847611,-117.274695,"SMASHBURGER #1487",,92037,CA
"3845 Yaqui Pass Rd",609392,"Borrego Springs",33.209319,-116.329932,"LA CASA DEL ZORRO",,92004,CA
"4140 Morena Boulevard",1006543,"San Diego",32.815138,-117.2194959,"RED CARD CAFE",,92117,CA
"1150 Fashion Valley Road",300815,"San Diego",32.765462,-117.178409,"RIVERWALK GOLF CLUB",,92108,CA
"5260 S Mission Rd",155873,Bonsall,33.295111,-117.222944,"FRESCO GRILL",,92003,CA
"2260 Jimmy Durante Boulevard",570801,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - GRAND STAND C1155",,92014,CA
"7085 Clairemont Mesa Boulevard",223714,"San Diego",32.832232,-117.165354,"MCDONALDS #12915",,92111,CA
"3245 El Cajon Blvd",140687,"San Diego",32.755217,-117.123605,"PANCHO VILLA FARMERS MARKET",,92104,CA
"3012 Grape Street",514842,"San Diego",32.726608,-117.129818,"THE BOTTLE HOUSE",,92102,CA
"1507 E Valley Pkwy",499985,Escondido,33.133483,-117.060549,"STAR HOUSE RESTAURANT",,92027,CA
"29701 Mactan Rd",110065,"Valley Center",33.254636,-116.98823,"BROKEN ROCK RANCH",,92082,CA
"2260 Jimmy Durante Boulevard",570802,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - GRAND STAND C1157",,92014,CA
"3737 Murphy Canyon Road",520296,Tierrasanta,32.809421,-117.11512,TOGOS,,92123,CA
"555 W Country Club Ln",64135,Escondido,33.158831,-117.100212,"7-ELEVEN #21804F-2111",,92026,CA
"1133 13th St",150012,"Imperial Beach",32.575739,-117.105719,"OFFICE LOUNGE",,91932,CA
"2260 Jimmy Durante Boulevard",570800,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - GRAND STAND C1139",,92014,CA
"1944 East Valley Parkway",509577,Escondido,33.137374,-117.052736,"TACO BELL #2788",,92027,CA
"628 South Coast Highway 101",386395,"San Diego",33.044215,-117.293902,"EAST VILLAGE ASIAN DINER",,92024,CA
"744 North Midway Drive",354941,Escondido,33.143859,-117.055718,"RANCHOS RESTAURANT",,92027,CA
"2502 San Diego Avenue",580187,"San Diego",32.753079,-117.194952,"LOS LOCOS BAR & GRILL",,92110,CA
"801 Seacoast Drive",974085,"Imperial Beach",32.581618,-117.131611,"I B LIQUOR",,91932,CA
"6999 Clairemont Mesa Boulevard",559804,"San Diego",32.832553,-117.164393,"BOOMERS SAN DIEGO",,92117,CA
"2260 Jimmy Durante Boulevard",570813,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - GRAND STAND C5055",,92014,CA
"2260 Jimmy Durante Boulevard",570812,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - GRAND STAND C5050",,92014,CA
"4200 Taylor Street",1006487,"San Diego",32.75841,-117.1979559,"HILTON GARDEN INN",,92110,CA
"8660 Rio San Diego Dr, 102",570570,"San Diego",32.775124,-117.143699,"DAPHNES CALIFORNIA GREEK",,92108,CA
"2829 El Cajon Boulevard",601165,"San Diego",32.754928,-117.133013,"SONIC DRIVE IN",,92104,CA
"2260 Jimmy Durante Boulevard",570810,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - GRAND STAND C4064",,92014,CA
"2885 El Cajon Blvd",138777,"San Diego",32.755234,-117.131956,"SUBWAY #3303",,92104,CA
"2260 Jimmy Durante Boulevard",973171,"Del Mar",32.9705342307692,-117.263011230769,"DEL MAR FAIRGROUNDS - GRAND STAND C4084",,92014,CA
"2260 Jimmy Durante Boulevard",570811,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - GRAND STAND C4072",,92014,CA
"2967 Beech St",610661,"San Diego",32.721325,-117.130843,"SACRED JUICE CO",,92102,CA
"805 East Valley Parkway",605007,"Escondido Terrace Mobile Home Park",33.127928,-117.072338,"THE WOODEN SPOON",,92025,CA
"2018 Main St",180387,Julian,33.077766,-116.601323,"CARMENS PLACE",,92036,CA
"8878 Clairemont Mesa Boulevard",597657,"San Diego",32.831472,-117.135874,"GREEK PALACE",,92123,CA
"310 10th Avenue",1006566,"San Diego",32.709015,-117.1560279,"TILTED KILT PUB & EATERY",,92101,CA
"9400 Cuyamaca St",489740,Santee,32.84754,-116.983527,"SANTEE GIRLS ASA",,92071,CA
"2425 Sweetwater Rd",63726,"National City",32.660062,-117.073299,"7-ELEVEN #13583D",,91950,CA
"262 Town Center Parkway",381864,Santee,32.843871,-116.98574,"DOLLAR TREE #3194",,92071,CA
"8690 Aero Drive",295387,"San Diego",32.814597,-117.141218,"LA FUENTE MEX FOOD",,92123,CA
"3776 Riley Street",260093,"San Diego",32.754103,-117.205669,"THE BODY SHOP",,92110,CA
"2087 San Elijo Avenue",336760,"San Diego",33.021391,-117.28256,"KIKKA ITO INC",,92007,CA
"8885 Balboa Ave",65465,"San Diego",32.820775,-117.137365,"94TH AERO SQUADRON RESTAURANT",,92123,CA
"6994 El Camino Real",503766,Carlsbad,33.105066,-117.266869,SUBWAY,,92009,CA
"2907 Washington Street",244297,Julian,33.076926,-116.603437,"PONCHO VILLA",,92036,CA
"2505 F Avenue",462751,"San Diego",32.662882,-117.094927,"OLIVEWOOD ELEMENTARY SCHOOL",,91950,CA
"10510 Reagan Road",452321,"San Diego",32.910639,-117.141525,"MIRA MESA JR SR SCHOOL",,92126,CA
"4839 Clairemont Sq",472780,"San Diego",32.831718,-117.20533,"PIZZA HUT",,92117,CA
"4417 La Jolla Village Dr",140688,"San Diego",32.873246,-117.211191,"NORDSTROM IN HOUSE CAFE COFFEE",,92122,CA
"1020 Barrett Lake Rd",91459,Dulzura,32.612324,-116.706845,"BARRETT JUNCTION CAFE AND MERCANTL",,91917,CA
"2955 K St",73804,"San Diego",32.708492,-117.130567,"ALS FOOD MARKET",,92102,CA
"112 West Washington Street",449322,"San Diego",32.750139,-117.164236,"MEDITERRANEAN CAFE",,92103,CA
"10520 Camino Ruiz",278190,"San Diego",32.908715,-117.145105,"CIRCLE K #8688",,92126,CA
"428 C St",371930,"San Diego",32.716746,-117.160834,"ROSS DRESS FOR LESS #1022",,92101,CA
"733 East Main Street",329968,"El Cajon",32.794535,-116.952699,"HARVEST INTERNATIONAL",,92021,CA
"8508 San Carlos Dr",63747,"San Diego",32.800189,-117.014055,"7-ELEVEN #13650A-2111",,92119,CA
"3355 Adams Avenue",284314,"San Diego",32.763231,-117.121545,"CORNER LIQUOR & DELI",,92116,CA
"2405 North Santa Fe Avenue",459919,"San Diego",33.235986,-117.255016,"NORTH COAST CHURCH",,92084,CA
"3720 Camino De L Rio W",285209,"San Diego",32.754667,-117.205079,"COTIXAN MEXICAN FOOD",,92110,CA
"9225 Carlton Hills Boulevard",515618,Santee,32.84451,-116.997617,"THE CUPCAKE STORE",,92071,CA
"9825 Mission Gorge Road",509530,Santee,32.838274,-116.982754,"TACO BELL #25487",,92071,CA
"5517 Mission Rd",284658,Bonsall,33.290732,-117.225673,"CORTEZ MEXICAN FOOD",,92003,CA
"2087 San Elijo Ave",166642,"Cardiff By The Sea",33.021286,-117.28261,"CARDIFF SEASIDE MARKET",,92007,CA
"4612 Park Boulevard",973449,"San Diego",32.7612724995022,-117.146355534715,"PARK & REC",,92116,CA
"1001 Garnet Avenue",209497,"San Diego",32.797324,-117.251669,"WHICH WICH",,92109,CA
"2260 Jimmy Durante Boulevard",570819,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - VERANDA KITCHEN",,92014,CA
"1321 Broadway",997517,"El Cajon",32.8076258557503,-116.934844000099,"ELEAZAR CATERING",,92021,CA
"2260 Jimmy Durante Boulevard",570789,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - 17 HANDS",,92014,CA
"163 Mace Street",288752,"San Diego",32.59343,-117.053078,"MARISCOS EL PESCADOR",,91911,CA
"1921 Main Street",405798,Julian,33.076784,-116.600419,"GRANNYS KITCHEN",,92036,CA
"601 Broadway",608206,Escondido,33.127158,-117.084368,"MOM & BABY NUTRITION #2",,92025,CA
"169 E Main St",140742,"El Cajon",32.79488,-116.960969,"MEZZAH CAFE",,92020,CA
"1717 East Vista Way",973550,Vista,33.22531,-117.2252219,"THAI THAI RESTAURANT OF VISTA",,92084,CA
"205 Town Center Pkwy",173452,Santee,32.842461,-116.987109,"DUDLEY'S FAMOUS BAKERY & DELI",,92071,CA
"4545 La Jolla Village Dr, # H-2",599642,"San Diego",32.873542,-117.210097,"UTC PREP ROOM / LETTE MACARONS",,92122,CA
"2260 Jimmy Durante Boulevard",565927,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - RED STAR",,92014,CA
"1717 East Vista Way",271160,Vista,33.22532,-117.226083,"EL ASADERO RESTAURANT",,92084,CA
"2260 Jimmy Durante Boulevard",570814,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - IL PATIO KITCHEN",,92014,CA
"2260 Jimmy Durante Boulevard",570793,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - CELEBRITY-BLUE MOON",,92014,CA
"2260 Jimmy Durante Boulevard",566180,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - CLUB HOUSE",,92014,CA
"8670 Genesee Ave",162310,"San Diego",32.867888,-117.21401,"ROYS #2502",,92122,CA
"4465 La Jolla Village Drive",973576,"San Diego",32.871564,-117.2105349,"GODIVA CHOCOLATIER #309",,92122,CA
"2260 Jimmy Durante Boulevard",570794,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - COMMISSARY KITCHEN-WAREHOUSE",,92014,CA
"124 West Main Street",973188,"El Cajon",32.795292,-116.9630059,"QUIZNOS #2264",,92020,CA
"3525 Del Mar Heights Road",596493,"San Diego",32.953442,-117.230733,"PANDA EXPRESS #1920",,92130,CA
"9713 Mission Gorge Rd",153723,Santee,32.838614,-116.985639,SUBMARINA,,92071,CA
"9121 Mission Gorge Road",285200,Santee,32.83833,-117.000009,"COTIJAS MEXICAN FOOD",,92071,CA
"7900 El Cajon Boulevard",355146,"San Diego",32.769228,-117.027249,SUBWAY,,91942,CA
"3032 Plaza Bonita Road",532156,"National City",32.659193,-117.067045,"WETZELS PRETZELS",,91950,CA
"1840 Coronado Avenue",512895,"Chula Vista",32.576582,-117.093995,"TAYS SARI SARI STORE & BAKE SHOP",,92154,CA
"899 Palomar Airport Road",305138,Carlsbad,33.121709,-117.319576,"MOBIL MART PALOMAR",,92011,CA
"3185 Midway Dr",151747,"San Diego",32.750393,-117.208871,"TASTE OF THE HIMALAYAS",,92110,CA
"3446 Adams Avenue",442970,"San Diego",32.763418,-117.119036,"MAMA MIA PIZZA",,92116,CA
"3810 Valley Centre Drive",302117,"San Diego",32.93823,-117.23061,"PAPA JOHNS PIZZA #2343",,92130,CA
"6104 University Ave",509356,"San Diego",32.752957,-117.064164,"TACO BELL #15",,92115,CA
"197 Woodland Pkwy",166582,"San Marcos",33.140829,-117.139589,"LITTLE CAESARS",,92069,CA
"135 Broadway",507637,Hillcrest,32.715504,-117.163234,"SUSHI DELI 2",,92101,CA
"3225 Midway Drive",339957,"San Diego",32.750099,-117.210507,"KRISTYS MVP SPORTS BAR",,92110,CA
"1215 West Main Street",304403,"El Cajon",32.794693,-116.978288,"SOMBRERO MEXICAN FOOD",,92020,CA
"901 Palomar Airport Rd",64004,Carlsbad,33.121941,-117.31853,"7-ELEVEN #2111-27109C",,92011,CA
"200 W El Norte Pkwy",450639,Escondido,33.139498,-117.092769,"MI HACIENDA MEXICAN & SEAFOOD",,92026,CA
"3400 Highland Ave",448265,"National City",32.653124,-117.08903,MCDONALDS,,91950,CA
"675 East Lincoln Avenue",437640,Escondido,33.135921,-117.079566,"LITTLE CAESARS PIZZA",,92026,CA
"1099 W Main St",160002,"El Cajon",32.794916,-116.975163,"G & M OIL #95",,92020,CA
"2260 Jimmy Durante Boulevard",247627,"San Diego",32.976129,-117.26192,"DEL MAR RACE TRK REC HALL STOR",,92014,CA
"450 E Chase Ave",142623,"El Cajon",32.78039,-116.957206,"STARBUCKS COFFEE #8943",,92020,CA
"555 W Country Club Ln",485752,Escondido,33.158831,-117.100212,"ROUND TABLE PIZZA",,92026,CA
"474 W Vermont Ave",140734,Escondido,33.100454,-117.072972,"MENTAL HEALTH SYSTEMS II",,92025,CA
"3030 Plaza Bonita Road",504756,"National City",32.656338,-117.065814,"SUBWAY #4601",,91950,CA
"6511 Avenida Encinas",140759,Carlsbad,33.109486,-117.315811,"POINSETTIA STATION COFFEE",,92011,CA
"110 West El Norte Parkway",378635,Escondido,33.13999,-117.089971,"DEL TACO #182",,92026,CA
"4240 Kearny Mesa Road",973417,"San Diego",32.8178356338774,-117.149456521672,"LIL FARMERS CAFE",,92111,CA
"813 Escondido Boulevard",371888,Escondido,33.113797,-117.079701,"NUTRICION CELULAR",,92025,CA
"2543 Congress Street",555622,"San Diego",32.752238,-117.196199,"ALAMO MEXICAN CAFE",,92110,CA
"2519 Palomar Airport Road",348016,Carlsbad,33.129163,-117.268013,"FIVE GUYS BURGERS AND FRIES",,92011,CA
"5260 S Mission Rd",162405,Bonsall,33.295111,-117.222944,"DC RIVER VILLAGE CINEMA LLC",,92003,CA
"965 Palomar Airport Rd",182811,Carlsbad,33.121897,-117.314072,"VEGGIE GRILL",,92011,CA
"6936 Lisbon Street",526792,Encanto,32.712239,-117.048411,"VAQUEROS CARNE ASADA",,92114,CA
"5260 S Mission Rd",175936,Bonsall,33.295111,-117.222944,"JACK IN THE BOX #3009",,92003,CA
"1207 East Main Street",475255,"El Cajon",32.794837,-116.940463,"POPOSERIA SALVADORENA",,92021,CA
"1825 West Vista Way",369855,"San Diego",33.188808,-117.280237,"EMERALD SPIRITS",,92083,CA
"3770 Torrey View Court",570051,"San Diego",32.921743,-117.232869,CULINART,,92130,CA
"777 G Street",246622,"San Diego",32.712424,-117.157538,"NEIGHBORHOOD RESTAURANT",," 9210",CA
"3715 University Avenue",521314,"North Park",32.749448,-117.112851,"TORTILLERIA EL TRIGAL",,92105,CA
"627 N Escondido Blvd",148326,Escondido,33.126129,-117.08815,"TACO BELL #3485",,92025,CA
"2508 El Camino Real",287210,Carlsbad,33.180163,-117.325036,"WING STOP",,92010,CA
"6133 Balboa Avenue",403130,"San Diego",32.819609,-117.175463,GIOVANNIS,,92111,CA
"6074 El Cajon Boulevard",342640,"San Diego",32.761306,-117.067317,"LITTLE CAESARS",,92115,CA
"1604 N Coast Highway 101",589217,Encinitas,33.075465,-117.306005,"LEUCADIA DONUT SHOPPE",,92024,CA
"410 East Main Street",973173,"El Cajon",32.795256,-116.9569659,"7-ELEVEN #21788E",,92020,CA
"945 Broadway",259817,"San Diego",32.715759,-117.155897,"HODADS TOO",,92101,CA
"2295 Otay Lakes Rd",150029,"Chula Vista",32.647879,-116.96653,"COLD STONE CREAMERY",,91915,CA
"8150 La Mesa Boulevard",338641,"La Mesa",32.764409,-117.021117,"THE TROLLEY STOP DELI",,91942,CA
"393 West Main Street",334113,"San Diego",32.794573,-116.965755,"JACK IN THE BOX #7",,92020,CA
"403 N Santa Fe Ave",168640,Vista,33.205081,-117.2449,"SUPER PESCADERIA EL PUERTO",,92084,CA
"2345 Fenton Pkwy",285122,"San Diego",32.779454,-117.129002,"COSTCO WHOLESALE #488",,92108,CA
