"business_id","date","ViolationTypeID","risk_category","description"
892,"20160519",103109,"High Risk","Unclean or unsanitary food contact surfaces"
892,"20160519",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
892,"20160519",103129,"Moderate Risk","Insufficient hot water or running water"
892,"20160519",103147,"Low Risk","Inadequate ventilation or lighting"
892,"20160519",103143,"Low Risk","Inadequate warewashing facilities or equipment"
892,"20160519",103133,"Moderate Risk","Foods not protected from contamination"
892,"20140514",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
892,"20140514",103103,"High Risk","High risk food holding temperature "
902,"20141002",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
902,"20141002",103161,"Low Risk","Low risk vermin infestation"
902,"20141002",103120,"Moderate Risk","Moderate risk food holding temperature "
902,"20150825",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
902,"20140313",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
903,"20150225",103147,"Low Risk","Inadequate ventilation or lighting"
903,"20150225",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
903,"20150225",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
903,"20150225",103133,"Moderate Risk","Foods not protected from contamination"
903,"20150225",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
903,"20140221",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
903,"20140221",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
903,"20140221",103133,"Moderate Risk","Foods not protected from contamination"
903,"20140221",103139,"Low Risk","Improper food storage"
903,"20140221",103142,"Low Risk","Unclean nonfood contact surfaces"
903,"20140221",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
903,"20140221",103102,"High Risk","Unclean hands or improper use of gloves"
903,"20160630",103132,"Moderate Risk","Improper thawing methods "
903,"20160630",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
903,"20160630",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
903,"20160630",103157,"Low Risk","Food safety certificate or food handler card not available"
905,"20160921",103162,"Low Risk","Other low risk violation"
905,"20150903",103133,"Moderate Risk","Foods not protected from contamination"
905,"20150903",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
905,"20140825",103105,"High Risk","Improper cooling methods"
911,"20140903",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
911,"20140903",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
911,"20150916",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
911,"20150916",103129,"Moderate Risk","Insufficient hot water or running water"
911,"20140227",103103,"High Risk","High risk food holding temperature "
911,"20140227",103129,"Moderate Risk","Insufficient hot water or running water"
917,"20150814",103131,"Moderate Risk","Moderate risk vermin infestation"
917,"20140430",103133,"Moderate Risk","Foods not protected from contamination"
917,"20140430",103139,"Low Risk","Improper food storage"
917,"20140430",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
917,"20140430",103150,"Low Risk","Improper or defective plumbing"
917,"20140430",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
917,"20160902",103120,"Moderate Risk","Moderate risk food holding temperature "
919,"20150209",103120,"Moderate Risk","Moderate risk food holding temperature "
919,"20150209",103143,"Low Risk","Inadequate warewashing facilities or equipment"
919,"20160330",103133,"Moderate Risk","Foods not protected from contamination"
919,"20160330",103139,"Low Risk","Improper food storage"
919,"20160330",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
919,"20140311",103120,"Moderate Risk","Moderate risk food holding temperature "
919,"20140311",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
920,"20140311",103145,"Low Risk","Improper storage of equipment utensils or linens"
920,"20140311",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
920,"20140311",103133,"Moderate Risk","Foods not protected from contamination"
929,"20140603",103120,"Moderate Risk","Moderate risk food holding temperature "
929,"20140603",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
929,"20140603",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
929,"20160622",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
935,"20160919",103102,"High Risk","Unclean hands or improper use of gloves"
935,"20160919",103120,"Moderate Risk","Moderate risk food holding temperature "
935,"20160919",103131,"Moderate Risk","Moderate risk vermin infestation"
935,"20160919",103133,"Moderate Risk","Foods not protected from contamination"
935,"20150217",103132,"Moderate Risk","Improper thawing methods "
935,"20150217",103105,"High Risk","Improper cooling methods"
935,"20150928",103133,"Moderate Risk","Foods not protected from contamination"
935,"20150928",103102,"High Risk","Unclean hands or improper use of gloves"
935,"20150928",103132,"Moderate Risk","Improper thawing methods "
935,"20140423",103103,"High Risk","High risk food holding temperature "
935,"20140423",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
941,"20150226",103138,"Low Risk","Improper storage use or identification of toxic substances"
941,"20150226",103114,"High Risk","High risk vermin infestation"
941,"20160804",103133,"Moderate Risk","Foods not protected from contamination"
941,"20160804",103118,"Moderate Risk","Employee eating or smoking"
943,"20161104",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
943,"20161104",103139,"Low Risk","Improper food storage"
943,"20161104",103107,"High Risk","Improper reheating of food"
943,"20150720",103157,"Low Risk","Food safety certificate or food handler card not available"
943,"20150720",103120,"Moderate Risk","Moderate risk food holding temperature "
943,"20150720",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
943,"20150720",103107,"High Risk","Improper reheating of food"
943,"20140131",103145,"Low Risk","Improper storage of equipment utensils or linens"
943,"20140131",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
943,"20140131",103147,"Low Risk","Inadequate ventilation or lighting"
943,"20140131",103142,"Low Risk","Unclean nonfood contact surfaces"
943,"20140131",103133,"Moderate Risk","Foods not protected from contamination"
943,"20140514",103120,"Moderate Risk","Moderate risk food holding temperature "
943,"20140514",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
943,"20140514",103129,"Moderate Risk","Insufficient hot water or running water"
943,"20140514",103142,"Low Risk","Unclean nonfood contact surfaces"
943,"20140514",103135,"Low Risk","No person in charge of food facility"
943,"20140514",103147,"Low Risk","Inadequate ventilation or lighting"
949,"20141021",103133,"Moderate Risk","Foods not protected from contamination"
949,"20141021",103161,"Low Risk","Low risk vermin infestation"
949,"20141021",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
949,"20150708",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
949,"20140612",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
950,"20161214",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
950,"20161214",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
950,"20161214",103109,"High Risk","Unclean or unsanitary food contact surfaces"
950,"20141201",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
950,"20141201",103133,"Moderate Risk","Foods not protected from contamination"
950,"20160531",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
950,"20160531",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
950,"20140424",103142,"Low Risk","Unclean nonfood contact surfaces"
951,"20150828",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
951,"20150828",103130,"Moderate Risk","Inadequate sewage or wastewater disposal"
951,"20150828",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
951,"20160426",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
951,"20160426",103131,"Moderate Risk","Moderate risk vermin infestation"
951,"20160426",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
951,"20160426",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
951,"20140129",103142,"Low Risk","Unclean nonfood contact surfaces"
951,"20140129",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
951,"20140206",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
952,"20161031",103120,"Moderate Risk","Moderate risk food holding temperature "
952,"20161031",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
952,"20161031",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
952,"20161031",103161,"Low Risk","Low risk vermin infestation"
952,"20160427",103145,"Low Risk","Improper storage of equipment utensils or linens"
952,"20160427",103142,"Low Risk","Unclean nonfood contact surfaces"
952,"20160427",103105,"High Risk","Improper cooling methods"
952,"20140623",103103,"High Risk","High risk food holding temperature "
952,"20140623",103145,"Low Risk","Improper storage of equipment utensils or linens"
961,"20141118",103157,"Low Risk","Food safety certificate or food handler card not available"
961,"20141118",103131,"Moderate Risk","Moderate risk vermin infestation"
961,"20141118",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
961,"20141118",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
961,"20151030",103120,"Moderate Risk","Moderate risk food holding temperature "
961,"20151030",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
961,"20151030",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
961,"20140106",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
961,"20140106",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
961,"20140106",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
961,"20140529",103107,"High Risk","Improper reheating of food"
961,"20140529",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
961,"20140529",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
961,"20140529",103120,"Moderate Risk","Moderate risk food holding temperature "
