"business_id","date","description"
2549,"20140117","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/17/2014 ]"
2549,"20140117","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/17/2014 ]"
2553,"20160722","Unclean or unsanitary food contact surfaces  [ date violation corrected: 7/22/2016 ]"
2553,"20160722","Moderate risk food holding temperature "
2553,"20150527","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/27/2015 ]"
2553,"20150527","Moderate risk food holding temperature   [ date violation corrected: 5/27/2015 ]"
2553,"20140402","Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 4/2/2014 ]"
2553,"20140402","Consumer advisory not provided for raw or undercooked foods  [ date violation corrected: 4/2/2014 ]"
2555,"20160929","Unapproved or unmaintained equipment or utensils"
2555,"20160929","Wiping cloths not clean or properly stored or inadequate sanitizer"
2555,"20150507","Improper food storage  [ date violation corrected: 9/29/2016 ]"
2555,"20150507","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/29/2016 ]"
2555,"20150507","Improper storage of equipment utensils or linens  [ date violation corrected: 9/29/2016 ]"
2555,"20140806","Improper food storage  [ date violation corrected: 5/7/2015 ]"
2555,"20140806","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/7/2015 ]"
2555,"20140806","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 5/7/2015 ]"
2555,"20140806","Unclean nonfood contact surfaces  [ date violation corrected: 5/7/2015 ]"
2555,"20140806","Inadequate ventilation or lighting  [ date violation corrected: 5/7/2015 ]"
2555,"20140806","Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 5/7/2015 ]"
2555,"20140806","Moderate risk vermin infestation  [ date violation corrected: 5/7/2015 ]"
2559,"20160603","Low risk vermin infestation"
2559,"20160603","Moderate risk food holding temperature "
2559,"20160603","Foods not protected from contamination"
2559,"20150413","Foods not protected from contamination  [ date violation corrected: 6/3/2016 ]"
2559,"20150413","High risk vermin infestation  [ date violation corrected: 6/3/2016 ]"
2559,"20150413","Unclean or unsanitary food contact surfaces  [ date violation corrected: 6/3/2016 ]"
2559,"20150413","Contaminated or adulterated food  [ date violation corrected: 4/13/2015 ]"
2559,"20150413","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/3/2016 ]"
2561,"20160211","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 2/26/2016 ]"
2561,"20160211","Unclean hands or improper use of gloves  [ date violation corrected: 2/26/2016 ]"
2561,"20160211","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/26/2016 ]"
2561,"20160211","Moderate risk vermin infestation  [ date violation corrected: 2/26/2016 ]"
2561,"20160211","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 2/26/2016 ]"
2561,"20160211","Unclean or unsanitary food contact surfaces  [ date violation corrected: 2/26/2016 ]"
2561,"20160211","Insufficient hot water or running water  [ date violation corrected: 2/26/2016 ]"
2561,"20160211","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 2/26/2016 ]"
2578,"20160406","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 11/28/2016 ]"
2578,"20160406","Unclean or unsanitary food contact surfaces  [ date violation corrected: 11/28/2016 ]"
2578,"20140903","Unclean nonfood contact surfaces  [ date violation corrected: 4/6/2016 ]"
2578,"20140903","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/6/2016 ]"
2578,"20140903","Inadequate warewashing facilities or equipment  [ date violation corrected: 4/6/2016 ]"
2579,"20150507","Unclean or degraded floors walls or ceilings"
2579,"20150507","Permit license or inspection report not posted  [ date violation corrected: 6/3/2015 ]"
2579,"20150507","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/3/2015 ]"
2579,"20150507","Moderate risk vermin infestation  [ date violation corrected: 6/3/2015 ]"
2580,"20150622","Foods not protected from contamination  [ date violation corrected: 7/2/2015 ]"
2580,"20150622","Improper or defective plumbing  [ date violation corrected: 7/2/2015 ]"
2580,"20150622","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 7/2/2015 ]"
2580,"20150622","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/2/2015 ]"
2580,"20150622","Moderate risk food holding temperature   [ date violation corrected: 7/2/2015 ]"
2580,"20140312","Moderate risk food holding temperature   [ date violation corrected: 6/22/2015 ]"
2580,"20140312","Improper or defective plumbing  [ date violation corrected: 6/22/2015 ]"
2588,"20160216","Low risk vermin infestation"
2589,"20160329","Foods not protected from contamination"
2589,"20160329","Improper storage of equipment utensils or linens"
2589,"20160329","Improper storage use or identification of toxic substances"
2589,"20150209","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/29/2016 ]"
2589,"20150209","Improper storage use or identification of toxic substances  [ date violation corrected: 3/29/2016 ]"
2589,"20150209","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 3/29/2016 ]"
2589,"20140121","High risk food holding temperature   [ date violation corrected: 1/28/2014 ]"
2589,"20140121","Unclean nonfood contact surfaces  [ date violation corrected: 1/28/2014 ]"
2592,"20150317","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/6/2016 ]"
2592,"20150317","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/6/2016 ]"
2592,"20150317","Unclean hands or improper use of gloves  [ date violation corrected: 4/6/2016 ]"
2592,"20140721","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/6/2014 ]"
2592,"20140721","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/17/2015 ]"
2593,"20140611","Unclean or degraded floors walls or ceilings"
2593,"20140611","Food safety certificate or food handler card not available"
2593,"20140611","Low risk vermin infestation"
2593,"20140611","Unclean nonfood contact surfaces"
2593,"20140611","Inadequate warewashing facilities or equipment"
2593,"20140611","Wiping cloths not clean or properly stored or inadequate sanitizer"
2596,"20160609","High risk vermin infestation  [ date violation corrected: 6/10/2016 ]"
2596,"20160609","Unclean nonfood contact surfaces  [ date violation corrected: 7/29/2016 ]"
2596,"20160609","Foods not protected from contamination  [ date violation corrected: 6/23/2016 ]"
2596,"20160609","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/29/2016 ]"
2596,"20160609","High risk food holding temperature   [ date violation corrected: 6/23/2016 ]"
2596,"20160609","Improper thawing methods   [ date violation corrected: 6/23/2016 ]"
2596,"20140903","Inadequate ventilation or lighting  [ date violation corrected: 6/9/2016 ]"
2596,"20140903","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/9/2016 ]"
2596,"20140903","Inadequate warewashing facilities or equipment  [ date violation corrected: 6/9/2016 ]"
2596,"20140326","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/3/2014 ]"
2596,"20140326","Improper food storage  [ date violation corrected: 9/3/2014 ]"
2597,"20160812","Unclean or degraded floors walls or ceilings"
2597,"20160812","Moderate risk food holding temperature "
2597,"20151103","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/12/2016 ]"
2597,"20140422","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 11/3/2015 ]"
2599,"20160614","Unclean hands or improper use of gloves  [ date violation corrected: 6/21/2016 ]"
2599,"20160614","High risk food holding temperature   [ date violation corrected: 6/14/2016 ]"
2599,"20160614","Moderate risk vermin infestation  [ date violation corrected: 6/21/2016 ]"
2599,"20160614","Foods not protected from contamination  [ date violation corrected: 6/21/2016 ]"
2599,"20160614","No thermometers or uncalibrated thermometers "
2599,"20160614","Improper storage use or identification of toxic substances  [ date violation corrected: 6/21/2016 ]"
2599,"20141022","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 10/22/2014 ]"
2599,"20141022","Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 6/14/2016 ]"
2599,"20141022","Unclean nonfood contact surfaces  [ date violation corrected: 6/14/2016 ]"
2599,"20141022","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/22/2014 ]"
2599,"20140509","Moderate risk food holding temperature   [ date violation corrected: 10/22/2014 ]"
2599,"20140509","Inadequate warewashing facilities or equipment  [ date violation corrected: 10/22/2014 ]"
2599,"20140501","Unclean nonfood contact surfaces  [ date violation corrected: 5/9/2014 ]"
2599,"20140501","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 5/9/2014 ]"
2599,"20140501","Improper food storage  [ date violation corrected: 5/9/2014 ]"
2599,"20140501","Inadequate warewashing facilities or equipment  [ date violation corrected: 5/9/2014 ]"
2599,"20140501","High risk food holding temperature   [ date violation corrected: 5/9/2014 ]"
2601,"20160310","No thermometers or uncalibrated thermometers   [ date violation corrected: 3/23/2016 ]"
2601,"20160310","Foods not protected from contamination  [ date violation corrected: 3/10/2016 ]"
2601,"20160310","Improper food storage  [ date violation corrected: 3/23/2016 ]"
2601,"20150305","Worker safety hazards  [ date violation corrected: 3/16/2015 ]"
2601,"20150305","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/16/2015 ]"
2601,"20150305","Improper food storage  [ date violation corrected: 3/16/2015 ]"
2609,"20150204","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 3/4/2015 ]"
2609,"20150204","Foods not protected from contamination  [ date violation corrected: 3/4/2015 ]"
2609,"20150204","Inadequate ventilation or lighting  [ date violation corrected: 3/4/2015 ]"
2609,"20150204","High risk vermin infestation  [ date violation corrected: 3/4/2015 ]"
2609,"20150204","Moderate risk food holding temperature   [ date violation corrected: 3/4/2015 ]"
2609,"20150204","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/4/2015 ]"
2609,"20150204","Improper storage of equipment utensils or linens  [ date violation corrected: 3/4/2015 ]"
2609,"20150204","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/4/2015 ]"
2609,"20150204","Improper or defective plumbing  [ date violation corrected: 3/4/2015 ]"
2610,"20161017","Low risk vermin infestation"
2610,"20161017","Wiping cloths not clean or properly stored or inadequate sanitizer"
2610,"20161017","Inadequate dressing rooms or improper storage of personal items"
2610,"20161017","Moderate risk food holding temperature   [ date violation corrected: 10/17/2016 ]"
2610,"20160210","Improper food storage  [ date violation corrected: 10/17/2016 ]"
2610,"20160210","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 2/10/2016 ]"
2610,"20150126","Moderate risk vermin infestation  [ date violation corrected: 2/10/2016 ]"
2610,"20150126","Moderate risk food holding temperature   [ date violation corrected: 2/10/2016 ]"
2610,"20140402","Improper storage of equipment utensils or linens  [ date violation corrected: 4/17/2014 ]"
